repoLanguage,forkCount,stargazerCount,repoAge,state,deletions,additions,changedFiles,commentsTotalCount,commitsTotalCount,prExperience,isMember,authorComments,reviewersComments,reviewersTotalCount,bodyLength,prSize,reviewTime,purpose
TypeScript,12,11,1060.5113425925927,CLOSED,0,1,1,0,1,76,False,0,0,0,693,1,0.04527777777777778,Feature
TypeScript,12,11,1060.507638888889,CLOSED,0,1,1,0,1,74,False,0,0,0,745,1,0.12805555555555556,Feature
TypeScript,12,11,1060.466712962963,MERGED,0,2,1,0,1,233,False,0,0,0,935,2,0.030555555555555555,Feature
TypeScript,85,724,391.0005555555556,MERGED,0,34,3,0,2,24,False,0,0,0,1006,34,2.8433333333333333,Document
TypeScript,2147,14725,1543.812696759259,MERGED,136,1684,11,0,4,212,False,0,0,0,1594,1820,120.15388888888889,Bug
Go,395,660,1336.0852199074075,MERGED,1,1,1,0,1,95,False,0,0,0,185,2,956.0991666666666,Feature
TypeScript,12,11,1059.3277546296297,MERGED,1,6,1,0,1,231,False,0,0,0,956,7,0.08777777777777777,Feature
TypeScript,2147,14725,1544.0156944444443,MERGED,1,1,1,0,1,118,False,0,0,0,597,2,0.5619444444444445,Bug
TypeScript,2147,14725,1542.99,MERGED,0,8,1,0,5,12,False,0,0,0,589,8,1.5675,Feature
Go,421,1654,1585.0666782407407,MERGED,2,8,1,0,1,498,True,0,0,0,961,10,20.188333333333333,Document
C++,2234,23696,2432.8231597222225,MERGED,1,3,1,3,3,181,False,2,1,1,596,4,65.01916666666666,Bug
TypeScript,178,1359,397.8365162037037,MERGED,1,1,1,1,1,23,True,0,1,1,1071,2,0.5275,Feature
TypeScript,85,724,386.96619212962963,MERGED,0,44,2,0,4,13,False,0,0,0,1273,44,7.325555555555556,Document
TypeScript,2147,14725,1544.1950462962961,MERGED,7,9,1,0,1,320,False,0,0,0,797,16,12.546388888888888,Bug
TypeScript,261,3765,751.8772800925926,MERGED,1,8,2,0,1,263,False,0,0,0,1628,9,2.6708333333333334,Document
TypeScript,261,3765,751.5330671296297,MERGED,1,2,1,0,1,290,True,0,0,0,1140,3,3.2827777777777776,Document
TypeScript,261,3765,751.4975578703703,MERGED,106,139,5,0,3,260,False,0,0,0,1356,245,2.475277777777778,Document
TypeScript,261,3765,751.5038541666667,MERGED,8,3,1,0,1,1040,True,0,0,0,1186,11,0.24138888888888888,Document
TypeScript,261,3765,751.483275462963,MERGED,5,53,3,0,4,653,True,0,0,0,1121,58,1.3797222222222223,Document
Python,547,7161,2308.673298611111,MERGED,14,16,1,0,5,244,False,0,0,0,699,30,344.1075,Bug
TypeScript,2147,14725,1547.915972222222,MERGED,2,27,2,0,1,689,False,0,0,0,1149,29,29.653333333333332,Document
TypeScript,85,724,391.23506944444443,MERGED,8,5,1,0,1,128,False,0,0,0,1300,13,0.17972222222222223,Document
TypeScript,2147,14725,1543.1093055555557,MERGED,4,19,4,0,6,186,False,0,0,0,973,23,14.54111111111111,Feature
PHP,1334,2960,4279.05167824074,MERGED,1,1,1,1,1,885,False,0,1,1,776,2,1.2952777777777778,Feature
TypeScript,85,724,390.91990740740744,MERGED,5,16,2,0,1,127,False,0,0,0,1801,21,0.13083333333333333,Document
TypeScript,85,724,386.0138541666667,MERGED,1,1,1,0,1,54,False,0,0,0,1200,2,0.008055555555555555,Document
TypeScript,85,724,386.00946759259256,MERGED,0,60,2,0,1,53,False,0,0,0,1225,60,0.029166666666666667,Document
TypeScript,7,6,717.0316435185185,CLOSED,0,1,1,0,1,246,False,0,0,0,799,1,73.53333333333333,Feature
TypeScript,85,724,385.9428819444445,MERGED,1,1,1,0,1,52,False,0,0,0,1219,2,0.011666666666666667,Document
Vue,293,495,901.5932638888889,MERGED,4,6,1,8,1,0,False,0,8,6,1115,10,31.147777777777776,Bug
C++,2234,23696,2429.9410879629627,MERGED,3,0,2,1,1,26,False,0,1,1,762,3,64.02527777777777,Bug
TypeScript,2147,14725,1545.0119907407407,MERGED,26,5,1,0,1,780,False,0,0,0,1180,31,79.22972222222222,Bug
TypeScript,2147,14725,1545.2333912037038,MERGED,39,17,1,0,1,321,False,0,0,0,1646,56,61.94638888888889,Bug
TypeScript,261,3765,748.7994675925926,MERGED,1,28,1,0,3,259,False,0,0,0,1299,29,0.25972222222222224,Document
Go,421,1654,1582.008946759259,MERGED,8,27,2,0,2,495,True,0,0,0,1156,35,243.14805555555554,Bug
Go,395,660,1337.9200231481482,CLOSED,21,33,2,0,1,81,False,0,0,0,423,54,912.7738888888889,Feature
Python,547,7161,2309.481701388889,MERGED,2,2,1,0,2,152,False,0,0,0,1210,4,344.2811111111111,Bug
PHP,1334,2960,4279.066944444445,MERGED,0,3,1,1,1,172,False,0,1,1,770,3,2.2175,Bug
TypeScript,7,6,716.9927199074074,MERGED,36,141,12,0,56,294,False,0,0,0,1565,177,504.00111111111113,Document
TypeScript,85,724,388.1758101851852,MERGED,3,3,1,0,1,23,False,0,0,0,1406,6,0.3333333333333333,Document
TypeScript,261,3765,747.5249305555554,MERGED,0,15,3,0,1,132,False,0,0,0,1320,15,28.552777777777777,Document
TypeScript,261,3765,751.864375,MERGED,3,3,3,0,2,1042,True,0,0,0,1803,6,14.531944444444445,Document
TypeScript,12,11,1060.3119097222223,CLOSED,296,121,6,0,21,73,False,0,0,0,1154,417,4.8213888888888885,Feature
PowerShell,8,8,703.7807407407407,MERGED,7,94,5,0,21,10,False,0,0,0,1691,101,5.444444444444445,Bug
TypeScript,261,3765,751.8236226851851,MERGED,14,25,3,0,2,134,False,0,0,0,2077,39,15.563888888888888,Document
TypeScript,12,11,1060.5561111111112,MERGED,519,4494,29,0,11,189,False,0,0,0,2692,5013,520.7908333333334,Feature
TypeScript,261,3765,747.7987731481481,MERGED,11,9,3,0,1,257,False,0,0,0,1527,20,0.585,Document
Go,395,660,1341.0626041666667,CLOSED,31,53,1,1,5,138,False,0,1,1,302,84,551.6205555555556,Feature
Vue,293,495,904.4965046296296,MERGED,84,93,1,8,3,79,False,2,6,5,902,177,134.07333333333332,Bug
TypeScript,85,724,391.2272222222222,MERGED,2,156,5,0,3,57,False,0,0,0,2439,158,17.350277777777777,Document
TypeScript,85,724,387.1923842592593,MERGED,57,97,13,0,2,202,False,0,0,0,1909,154,17.72861111111111,Document
TypeScript,7,6,717.0415972222222,MERGED,13,24,8,0,8,295,False,0,0,0,979,37,92.86055555555555,Feature
TypeScript,261,3765,746.9761111111111,MERGED,26,40,7,0,2,232,True,0,0,0,1144,66,11.84,Document
TypeScript,261,3765,746.9631481481482,MERGED,2,2,2,0,1,1036,True,0,0,0,1289,4,0.043611111111111114,Document
F#,271,818,2803.3958333333335,MERGED,2,5,1,0,1,16,True,0,0,0,1336,7,0.06222222222222222,Feature
TypeScript,261,3765,746.757013888889,MERGED,53,53,3,0,1,208,False,0,0,0,1289,106,0.8380555555555556,Document
TypeScript,85,724,386.079837962963,MERGED,185,29,11,0,2,20,False,0,0,0,1915,214,22.232222222222223,Document
TypeScript,2147,14725,1543.054537037037,MERGED,6,84,3,0,1,777,False,0,0,0,1624,90,27.535833333333333,Feature
Python,547,7161,2313.503888888889,MERGED,101,83,41,0,1,153,False,0,0,0,866,184,0.31166666666666665,Bug
TypeScript,261,3765,748.7846064814815,MERGED,4,8,2,1,1,1,False,0,1,1,1843,12,64.55583333333334,Document
TypeScript,261,3765,746.7985069444444,MERGED,482,392,275,0,4,131,False,0,0,0,2167,874,167.46083333333334,Document
Vue,293,495,903.0743518518519,MERGED,36,38,5,7,4,418,False,1,6,5,951,74,64.24444444444444,Bug
TypeScript,2147,14725,1544.9087268518517,MERGED,33,33,3,0,1,779,False,0,0,0,2111,66,0.6608333333333334,Bug
TypeScript,85,724,387.9977777777778,MERGED,10,12,3,0,1,56,False,0,0,0,2667,22,0.9722222222222222,Document
TypeScript,178,1359,397.69149305555555,CLOSED,20,12,8,2,4,51,True,0,2,2,3016,32,116.92138888888888,Feature
Go,182,37,1780.4518055555554,MERGED,0,69,2,1,10,474,False,1,0,0,1086,69,109.12694444444445,Document
TypeScript,85,724,388.15539351851857,MERGED,5,17,5,0,1,22,False,0,0,0,2404,22,1.6022222222222222,Document
PHP,1334,2960,4280.1213310185185,MERGED,102,2,2,1,1,886,False,0,1,1,1702,104,0.3525,Bug
TypeScript,261,3765,748.6653472222223,MERGED,2,13,3,0,1,258,False,0,0,0,1839,15,2.5213888888888887,Document
PHP,1334,2960,4280.214398148149,MERGED,1,1,1,2,2,3,False,0,2,2,2116,2,138.2722222222222,Document
TypeScript,12,11,1060.5105787037037,CLOSED,296,122,6,0,22,75,False,0,0,0,2048,418,0.02361111111111111,Feature
Rust,3809,5430,515.102650462963,MERGED,4,2,2,0,1,194,False,0,0,0,297,6,40.39972222222222,Bug
JavaScript,5140,7051,1276.6402430555556,MERGED,57,792,11,1,4,107,False,0,1,1,1093,849,71.44972222222222,Bug
Vue,293,495,902.7835763888888,MERGED,424,3,2,4,5,75,False,1,3,2,1026,427,2.2891666666666666,Bug
TypeScript,261,3765,751.5028125,MERGED,49,37,10,0,2,52,False,0,0,0,2243,86,2.1705555555555556,Document
Python,72,25,1707.6046180555556,MERGED,4,53,2,0,1,42,False,0,0,0,1069,57,3.960277777777778,Feature
Go,421,1654,1585.0777314814814,CLOSED,13,28,2,0,1,499,True,0,0,0,1705,41,0.9122222222222223,Bug
TypeScript,202,107,1217.8442592592594,MERGED,1,1,1,3,1,297,True,0,3,3,1156,2,0.065,Document
TypeScript,202,107,1214.8355439814816,CLOSED,2,26,3,3,3,293,True,1,2,2,976,28,167.72805555555556,Document
Go,395,660,1337.8774768518517,MERGED,1,1,1,1,7,136,False,1,0,0,305,2,455.48083333333335,Feature
TypeScript,261,3765,747.8819097222222,MERGED,1297,103,5,0,2,1038,True,0,0,0,1966,1400,0.42,Document
Go,395,660,1341.110324074074,MERGED,2,2,1,0,1,82,False,0,0,0,210,4,162.1263888888889,Feature
Vue,10810,21164,1095.9996527777778,MERGED,0,2,1,0,1,106,True,0,0,0,1186,2,4.893055555555556,Bug
TypeScript,261,3765,746.942349537037,MERGED,1,9,2,0,1,1035,True,0,0,0,1958,10,19.990833333333335,Document
JavaScript,34,25,270.1802662037037,MERGED,0,0,1,0,1,88,False,0,0,0,75,0,2.5122222222222224,Feature
TypeScript,261,3765,746.9314351851853,MERGED,14,9,4,0,3,1034,True,0,0,0,1774,23,1.6855555555555555,Document
TypeScript,261,3765,746.8673032407409,MERGED,4,10,5,0,1,231,True,0,0,0,1783,14,0.23027777777777778,Document
TypeScript,261,3765,746.7696412037036,MERGED,1,8,2,0,2,230,True,0,0,0,1735,9,0.7252777777777778,Document
TypeScript,85,724,386.0932407407408,MERGED,1,64,3,0,1,55,False,0,0,0,2080,65,0.027777777777777776,Document
V,2097,34362,1624.2315277777777,MERGED,4,24,3,0,3,24,True,0,0,0,1023,28,5.123888888888889,Feature
TypeScript,85,724,385.9745833333333,MERGED,1,9,2,0,2,124,False,0,0,0,2085,10,2.226111111111111,Document
Go,395,660,1341.109224537037,MERGED,1,5,1,0,1,140,False,0,0,0,214,6,91.2225,Feature
Go,395,660,1341.098148148148,MERGED,4,4,1,0,1,139,False,0,0,0,214,8,91.47222222222223,Feature
Vue,293,495,903.5685995370371,MERGED,468,442,4,7,2,77,False,0,7,5,1083,910,82.41722222222222,Bug
JavaScript,5140,7051,1275.5279513888888,MERGED,6785,6981,3,5,2,0,False,0,5,3,1102,13766,17.6775,Feature
Vue,10810,21164,1093.7698032407409,MERGED,2,5,1,2,1,2,False,0,2,2,1238,7,55.715555555555554,Bug
Go,182,37,1780.187488425926,MERGED,0,69,5,1,3,473,False,1,0,0,1332,69,89.605,Document
TypeScript,261,3765,751.8245949074075,MERGED,4,21,4,0,1,292,True,0,0,0,2612,25,19.18777777777778,Document
PHP,1334,2960,4279.922685185185,MERGED,0,2,1,2,1,7,False,0,2,2,1975,2,74.42027777777778,Document
Python,547,7161,2308.7151041666666,MERGED,7,9,2,0,6,35,False,0,0,0,1169,16,0.9486111111111111,Document
TypeScript,261,3765,751.786111111111,MERGED,35,16,5,0,1,133,False,0,0,0,2693,51,0.8105555555555556,Document
Go,1174,11429,1912.8349305555555,MERGED,13,52,4,3,3,371,True,1,2,2,2710,65,120.55805555555555,Document
JavaScript,5140,7051,1274.6478587962963,MERGED,6581,6483,12,1,8,92,False,0,1,1,1503,13064,2.004166666666667,Bug
JavaScript,5140,7051,1274.9131481481481,MERGED,62,55,29,4,7,187,False,2,2,2,2333,117,163.1175,Bug
Vue,10810,21164,1093.0436458333334,CLOSED,2,5,1,1,1,1,False,0,1,1,1236,7,17.412222222222223,Bug
Vue,293,495,905.7624999999999,MERGED,178,391,9,8,4,181,True,0,8,6,1158,569,29.75138888888889,Bug
JavaScript,5140,7051,1275.1710416666667,MERGED,137,143,6,2,6,300,False,0,2,2,1902,280,181.40694444444443,Document
Go,395,660,1340.7919675925925,MERGED,1,1,1,0,1,137,False,0,0,0,173,2,2.3255555555555554,Bug
PHP,1334,2960,4279.919131944444,MERGED,1,1,1,2,1,6,False,0,2,2,1745,2,5.831111111111111,Document
PHP,883,2338,1907.3275,CLOSED,8,9,2,2,1,72,False,0,2,2,1616,17,10.897777777777778,Document
PHP,1334,2960,4279.286284722222,MERGED,1,1,1,1,1,94,False,0,1,1,1589,2,0.16277777777777777,Document
TypeScript,85,724,388.14050925925926,MERGED,7,37,7,0,4,126,False,0,0,0,3313,44,69.02444444444444,Document
TypeScript,261,3765,748.7086689814814,MERGED,70,367,11,0,1,289,True,0,0,0,2369,437,66.50472222222223,Document
Go,395,660,1336.0035416666667,MERGED,9,13,1,0,1,130,False,0,0,0,178,22,117.22944444444444,Bug
JavaScript,9664,43890,3733.137696759259,CLOSED,0,0,0,0,0,195,True,0,0,0,351,0,0.1125,Bug
TypeScript,1297,21107,490.2316666666666,CLOSED,1,2,1,4,1,0,False,1,3,2,1451,3,30.49277777777778,Document
TypeScript,7,6,717.0044907407408,MERGED,1,412,4,1,6,245,False,1,0,0,1849,413,2.370833333333333,Feature
Go,11875,71345,2769.531886574074,CLOSED,3,19,3,0,1,0,False,0,0,0,276,22,0.0075,Feature
PHP,1334,2960,4278.285277777778,MERGED,4,5,1,1,1,884,False,0,1,1,2351,9,19.42972222222222,Feature
TypeScript,15,34,562.1775115740741,CLOSED,1,1,1,0,1,195,False,0,0,0,227,2,78.62388888888889,Bug
Vue,293,495,903.5747106481481,MERGED,37,19,7,4,7,78,False,0,4,3,1219,56,52.059444444444445,Bug
Go,395,660,1337.859861111111,MERGED,1,6,1,0,1,135,False,0,0,0,251,7,72.72555555555556,Feature
TypeScript,12,11,1059.2732291666666,MERGED,576,5379,39,0,6,188,False,0,0,0,4551,5955,551.7094444444444,Bug
TypeScript,202,107,1216.940949074074,MERGED,3,3,1,2,1,294,True,0,2,2,1376,6,85.47944444444444,Document
TypeScript,7,6,716.028900462963,MERGED,2,37,2,0,4,292,False,0,0,0,1581,39,23.849722222222223,Feature
Vue,10810,21164,1093.0589351851852,MERGED,5,32,2,2,3,194,False,2,0,0,2063,37,243.0938888888889,Bug
TypeScript,12,11,1059.3775694444446,MERGED,130,133,3,0,4,232,False,0,0,0,3098,263,26.9975,Feature
JavaScript,5140,7051,1275.8609722222222,MERGED,22,513,12,2,6,338,False,1,1,1,228,535,114.00861111111111,Feature
Go,395,660,1337.1447569444445,MERGED,87,209,5,1,3,134,False,0,1,1,612,296,591.5383333333333,Feature
Go,395,660,1336.0301157407407,MERGED,60,29,5,0,5,131,False,0,0,0,226,89,116.6288888888889,Feature
TypeScript,2147,14725,1544.1777546296296,MERGED,34,446,4,0,1,61,False,0,0,0,3257,480,13.000277777777777,Feature
V,2097,34362,1625.5294675925925,MERGED,2,4,1,1,2,3,False,0,1,1,1239,6,13.399444444444445,Feature
Go,11875,71345,2767.9266319444446,MERGED,14,34,12,0,1,303,True,0,0,0,364,48,0.8866666666666667,Feature
Go,421,1654,1583.953877314815,MERGED,20,18,4,0,1,496,True,0,0,0,2936,38,22.625555555555554,Bug
TypeScript,85,724,386.9416203703704,MERGED,2,188,5,0,1,125,False,0,0,0,3479,190,3.5702777777777777,Document
TypeScript,202,107,1217.7000231481481,MERGED,4,8,2,3,2,270,True,0,3,3,1492,12,0.45222222222222225,Document
Vue,293,495,902.816261574074,MERGED,74,50,9,6,8,76,False,0,6,4,1229,124,1.5275,Bug
Vue,293,495,902.7309953703704,MERGED,225,190,5,4,6,74,False,1,3,2,1286,415,3.571388888888889,Bug
TypeScript,7,6,717.9314583333334,MERGED,298,716,17,4,5,304,False,0,4,1,417,1014,0.5663888888888889,Bug
Python,547,7161,2308.503935185185,CLOSED,2718,6782,130,0,20,41,False,0,0,0,1118,9500,120.79972222222223,Bug
Vue,10810,21164,1095.8369328703704,MERGED,6,4,1,0,1,105,True,0,0,0,1490,10,8.9275,Bug
JavaScript,9664,43890,3733.143796296296,MERGED,2,2,2,0,1,196,True,0,0,0,382,4,0.22138888888888889,Bug
JavaScript,9664,43890,3733.0590625,MERGED,82,65,20,0,3,323,True,0,0,0,461,147,1.7922222222222222,Feature
TypeScript,202,107,1216.8449421296298,MERGED,2,22,1,4,2,286,True,1,3,3,1227,24,14.934722222222222,Bug
Go,395,660,1336.8187037037037,MERGED,4,4,1,0,1,96,False,0,0,0,267,8,0.2863888888888889,Feature
TypeScript,307,2556,610.4594444444444,MERGED,3,4,1,1,2,589,True,1,0,0,993,7,95.455,Feature
TypeScript,15,34,562.6380902777778,MERGED,27,53,3,0,4,374,False,0,0,0,305,80,93.405,Feature
Vue,10810,21164,1094.825173611111,MERGED,26,28,1,0,1,196,False,0,0,0,1758,54,29.6625,Document
TypeScript,1297,21107,487.71975694444444,CLOSED,1,94,3,1,5,1160,True,0,1,1,1715,95,7.404444444444445,Document
TypeScript,15,34,560.7633796296296,MERGED,94,175,2,0,1,1069,False,0,0,0,232,269,0.0030555555555555557,Bug
Go,752,2399,799.6574652777778,MERGED,1,6,1,0,2,160,False,0,0,0,1134,7,0.2841666666666667,Bug
Go,752,2399,799.4667824074073,MERGED,13,8,1,0,1,159,False,0,0,0,1169,21,0.13111111111111112,Bug
Vue,10810,21164,1094.812037037037,MERGED,2,2,1,0,1,195,False,0,0,0,1461,4,0.5286111111111111,Document
C#,80,125,892.5772916666666,MERGED,1,0,1,0,1,229,False,0,0,0,381,1,0.8016666666666666,Document
JavaScript,5140,7051,1275.6326041666666,MERGED,47,224,33,2,20,106,False,1,1,1,2937,271,194.16861111111112,Feature
Python,547,7161,2313.525902777778,MERGED,3,14,1,0,6,36,False,0,0,0,1828,17,46.96194444444444,Document
TypeScript,15,34,561.2459143518519,MERGED,30,32,5,1,2,523,True,0,1,1,360,62,119.75694444444444,Feature
TypeScript,1297,21107,491.9648611111111,MERGED,1,6,3,1,1,1203,True,0,1,1,1806,7,0.013888888888888888,Document
TypeScript,202,107,1214.819525462963,MERGED,2,27,1,4,2,292,True,0,4,3,1279,29,38.840833333333336,Document
F#,153,337,2992.2351041666666,MERGED,31,25,1,0,1,37,False,0,0,0,2977,56,0.6186111111111111,Document
Java,450,746,4144.050324074074,MERGED,1,1,1,0,1,24,False,0,0,0,466,2,3.2908333333333335,Bug
V,2097,34362,1622.9637384259258,MERGED,1,1,1,0,1,15,False,0,0,0,1352,2,8.784722222222221,Document
TypeScript,307,2556,609.754224537037,MERGED,0,36,1,0,1,588,True,0,0,0,1178,36,23.330555555555556,Document
Go,395,660,1336.1221180555556,MERGED,39,30,2,0,2,132,False,0,0,0,303,69,115.40416666666667,Feature
Go,752,2399,797.6865046296297,MERGED,3,4,2,0,5,2,False,0,0,0,1218,7,28.87638888888889,Document
Vue,10810,21164,1093.1126736111112,CLOSED,11,0,1,4,5,4,False,2,2,2,2032,11,20.24111111111111,Bug
JavaScript,9664,43890,3727.991134259259,MERGED,11,11,2,0,1,74,True,0,0,0,358,22,0.24694444444444444,Bug
Go,395,660,1337.0510416666666,MERGED,8,18,4,0,3,133,False,0,0,0,424,26,189.42,Feature
TypeScript,307,2556,609.4778125,MERGED,6,3,2,0,1,585,True,0,0,0,1033,9,6.673611111111111,Bug
TypeScript,1297,21107,490.6351851851852,MERGED,9,57,4,1,2,1194,True,0,1,1,1760,66,0.2863888888888889,Document
TypeScript,15,34,561.7066550925925,MERGED,0,1,1,0,1,1073,False,0,0,0,418,1,0.12166666666666667,Document
Java,450,746,4143.018148148148,MERGED,146,67,7,0,5,23,False,0,0,0,537,213,143.07611111111112,Feature
JavaScript,9664,43890,3730.062928240741,MERGED,1,0,1,0,1,322,True,0,0,0,364,1,0.18388888888888888,Feature
Go,2083,11770,1591.2699537037035,MERGED,1,1,1,0,1,943,True,0,0,0,1207,2,0.010833333333333334,Document
Go,421,1654,1580.1599652777777,MERGED,143,205,4,2,7,76,False,1,1,1,2901,348,23.872777777777777,Bug
TypeScript,15,34,561.3711342592593,MERGED,18,7,4,0,3,194,False,0,0,0,398,25,4.7186111111111115,Bug
TypeScript,307,2556,613.7072916666667,MERGED,5,2,3,0,1,590,True,0,0,0,1496,7,17.51527777777778,Feature
TypeScript,1297,21107,490.0360185185186,MERGED,7,19,2,1,3,1188,True,0,1,1,1966,26,0.10027777777777777,Document
TypeScript,261,3765,751.8438657407409,MERGED,20,31,5,0,1,262,False,0,0,0,4279,51,44.956944444444446,Document
TypeScript,7,6,716.165150462963,MERGED,13,13,4,1,3,293,False,0,1,1,2684,26,0.98,Feature
TypeScript,15,34,561.0063773148148,MERGED,1,15,2,0,3,1071,False,0,0,0,304,16,1.5694444444444444,Feature
TypeScript,307,2556,613.6863194444444,MERGED,1,1,1,0,1,14,False,0,0,0,1258,2,1.378611111111111,Bug
V,2097,34362,1626.2666203703702,MERGED,2,10,1,0,1,54,True,0,0,0,1888,12,0.9058333333333334,Bug
TypeScript,1297,21107,489.7361921296296,MERGED,2,181,6,1,2,1186,True,0,1,1,2226,183,0.8913888888888889,Document
TypeScript,1297,21107,489.5865972222222,MERGED,0,7,1,1,1,1183,True,0,1,1,1751,7,9.29138888888889,Document
V,2097,34362,1625.6389699074073,CLOSED,2,27,3,1,1,230,True,0,1,1,1798,29,34.50805555555556,Document
TypeScript,15,34,560.7498842592593,MERGED,3,1,1,0,1,1068,False,0,0,0,340,4,0.4588888888888889,Document
TypeScript,15,34,560.6396412037037,MERGED,11,19,2,0,1,1067,False,0,0,0,327,30,0.37222222222222223,Bug
TypeScript,15,34,563.2282291666667,MERGED,1,1,1,0,1,525,True,0,0,0,470,2,0.36,Bug
Python,137,75,756.2592939814814,CLOSED,0,72,2,0,1,31,False,0,0,0,1242,72,996.485,Bug
TypeScript,15,34,560.5074305555555,MERGED,5,3,2,0,1,1065,False,0,0,0,289,8,0.5105555555555555,Feature
JavaScript,9664,43890,3728.1042476851853,MERGED,1818,669,20,0,8,331,True,0,0,0,541,2487,46.117222222222225,Feature
TypeScript,1297,21107,488.9744444444445,MERGED,29,103,4,1,2,1179,True,0,1,1,2475,132,0.0961111111111111,Document
TypeScript,261,3765,751.7092013888888,MERGED,1,6,2,0,4,261,False,0,0,0,3500,7,1.7622222222222221,Document
TypeScript,1297,21107,488.9066319444444,MERGED,18,49,4,1,3,1178,True,0,1,1,1870,67,0.24583333333333332,Document
JavaScript,9664,43890,3728.803113425926,MERGED,2,2,2,0,2,320,True,0,0,0,457,4,0.15916666666666668,Bug
TypeScript,261,3765,751.6703125,MERGED,48,95,12,0,1,291,True,0,0,0,4034,143,0.8183333333333334,Document
TypeScript,41369,87415,3008.6726620370373,MERGED,2,2,2,3,2,1952,True,0,3,3,2255,4,2.2258333333333336,Document
V,2097,34362,1625.2844328703704,MERGED,4,4,2,0,1,1,False,0,0,0,1831,8,0.5972222222222222,Document
TypeScript,2070,16643,1317.3454050925927,MERGED,0,1,1,0,2,47,True,0,0,0,2320,1,164.99944444444444,Bug
TypeScript,15,34,561.5903819444444,MERGED,133,324,28,0,18,373,False,0,0,0,408,457,23.714166666666667,Bug
TypeScript,15,34,561.2866666666666,MERGED,7,7,2,0,2,524,True,0,0,0,451,14,32.06583333333333,Bug
TypeScript,2070,16643,1316.6508680555555,MERGED,4,4,1,0,1,4,False,0,0,0,2811,8,183.13722222222222,Document
V,2097,34362,1624.3723842592592,CLOSED,26,53,1,13,3,20,False,7,6,1,1952,79,13.804444444444444,Document
V,2097,34362,1624.3848842592595,MERGED,7,7,1,0,1,21,False,0,0,0,1885,14,4.840833333333333,Document
V,2097,34362,1624.1042708333334,MERGED,2,2,1,5,2,0,False,1,4,2,1596,4,10.282777777777778,Document
TypeScript,15,34,560.7838425925926,MERGED,30,103,13,0,3,1070,False,0,0,0,474,133,19.104444444444443,Bug
TypeScript,2070,16643,1313.7715277777777,MERGED,0,28,1,1,4,0,False,1,0,0,4019,28,879.0830555555556,Bug
TypeScript,15,34,560.632951388889,MERGED,25,20,15,0,4,1066,False,0,0,0,513,45,3.308333333333333,Bug
TypeScript,261,3765,746.7088310185185,MERGED,1,90,9,0,1,288,True,0,0,0,3230,91,172.3022222222222,Document
TypeScript,15,34,560.4032754629629,MERGED,5,5,3,0,2,152,False,0,0,0,469,10,6.148055555555556,Bug
Go,421,1654,1583.9640393518519,MERGED,97,97,3,0,1,497,True,0,0,0,4682,194,25.079722222222223,Document
TypeScript,15,34,560.3743055555556,CLOSED,97,97,28,0,4,151,False,0,0,0,489,194,0.6563888888888889,Feature
Go,2083,11770,1592.8444328703702,MERGED,1,11,1,0,1,944,True,0,0,0,1937,12,0.10777777777777778,Document
JavaScript,9664,43890,3730.014039351852,MERGED,3,8,2,0,2,321,True,0,0,0,594,11,0.7986111111111112,Bug
F#,271,818,2803.9960300925927,MERGED,3,18,2,0,1,17,True,0,0,0,3095,21,1.4283333333333332,Document
TypeScript,202,107,1219.157349537037,MERGED,1,1,1,5,4,11,False,0,5,3,868,2,207.54611111111112,Bug
V,2097,34362,1622.726099537037,MERGED,0,24,1,0,1,14,False,0,0,0,1691,24,3.1975,Document
TypeScript,85,724,387.0815277777778,MERGED,812,37,16,0,5,201,False,0,0,0,5175,849,1.5055555555555555,Document
TypeScript,41369,87415,3009.4860763888887,MERGED,1,1,1,1,1,39,False,0,1,1,1964,2,0.4077777777777778,Document
TypeScript,41369,87415,3008.9078935185184,MERGED,8,10,5,3,10,1635,True,1,2,2,2036,18,17.48027777777778,Document
JavaScript,5140,7051,1279.531539351852,MERGED,22,834,10,1,10,107,False,0,1,1,3747,856,72.27083333333333,Feature
TypeScript,307,2556,608.752824074074,MERGED,2,12,2,0,1,27,False,0,0,0,1437,14,23.911666666666665,Bug
F#,271,818,2802.479502314815,MERGED,5,55,2,0,2,15,True,0,0,0,3890,60,21.731944444444444,Feature
TypeScript,85,724,385.9483217592593,MERGED,66,650,12,0,5,123,False,0,0,0,3976,716,4.362777777777778,Document
Erlang,2054,12122,3871.029826388889,MERGED,8,2715,26,3,21,400,True,0,3,2,1412,2723,15.692222222222222,Document
JavaScript,9664,43890,3728.078449074074,MERGED,6,6,1,1,1,1,False,0,1,1,645,12,17.807222222222222,Bug
TypeScript,41369,87415,3012.842210648148,MERGED,2,5,1,2,1,625,True,0,2,2,2538,7,0.10166666666666667,Document
TypeScript,1297,21107,491.6276388888889,MERGED,117,44,6,1,2,1199,True,0,1,1,3029,161,0.05333333333333334,Document
TypeScript,261,3765,746.8763078703704,MERGED,8,101,14,0,2,256,False,0,0,0,4745,109,1.1711111111111112,Document
TypeScript,15,34,560.7202893518519,CLOSED,148,334,26,0,11,73,False,0,0,0,574,482,49.3075,Feature
PHP,883,2338,1908.0436921296296,CLOSED,7,24,5,5,2,6,False,1,4,2,3307,31,69.68805555555555,Document
